iter	Logloss
131	0.5436309999
132	0.5434028124
133	0.5430844253
134	0.5427604039
135	0.5423647888
136	0.5420831076
137	0.5418146362
138	0.5414918841
139	0.5411672922
140	0.5408168814
141	0.5405451748
142	0.540248886
143	0.5399459582
144	0.5395864438
145	0.5393052059
146	0.5390891199
147	0.5388333522
148	0.5385910554
149	0.5382653125
150	0.5379599096
151	0.5377288151
152	0.5374794574
153	0.5371073159
154	0.5368221449
155	0.5366544401
156	0.5363344445
157	0.5361048946
158	0.5358506448
159	0.5356148669
160	0.5354135975
161	0.5351873396
162	0.5347430296
163	0.5343568879
164	0.5340359134
165	0.5337924702
166	0.533541129
167	0.5332038979
168	0.5329158263
169	0.5326386782
170	0.5323552119
171	0.5320729316
172	0.5317485879
173	0.5315106331
174	0.5312836364
175	0.5309270577
176	0.5307273427
177	0.530476931
178	0.5302179329
179	0.5299077813
180	0.5296569793
181	0.5293823637
182	0.5291760799
183	0.5290013092
184	0.5287851818
185	0.5285119331
186	0.5281828188
187	0.527951188
188	0.5276098802
189	0.5272982536
190	0.526941918
191	0.5267088794
192	0.5264162699
193	0.5260585124
194	0.5257627444
195	0.525434259
196	0.5253043799
197	0.5250071591
198	0.5247991651
199	0.524440261
200	0.5241936472
201	0.5239420573
202	0.52365894
203	0.5232798819
204	0.5229108078
205	0.5227020475
206	0.5224510696
207	0.5220672126
208	0.5218993247
209	0.5215719951
210	0.5213296869
211	0.5210315121
212	0.5207402068
213	0.5204333986
214	0.520154708
215	0.519902777
216	0.5196501599
217	0.5193775123
218	0.5191416935
219	0.5187562687
220	0.5186180243
221	0.5183244889
222	0.5181061388
223	0.517888448
224	0.5175802649
225	0.5172271621
226	0.5170597309
227	0.5167807748
228	0.5165883774
229	0.5165027914
230	0.5162855334
231	0.5161259715
232	0.515906923
233	0.5156812741
234	0.5154529058
235	0.5152389777
236	0.5149974015
237	0.5148634814
238	0.5145534488
239	0.5142493951
240	0.5140390267
241	0.5137535435
242	0.5134425951
243	0.5131790733
244	0.5129699319
245	0.512793345
246	0.5125050097
247	0.5122919111
248	0.512021721
249	0.5117909026
250	0.5114731132
251	0.5111517818
252	0.5109412667
253	0.5106378523
254	0.5104323117
255	0.5102866517
256	0.5100387102
257	0.5097897323
258	0.5094857151
259	0.5092898695
260	0.5090661725
261	0.5087595958
262	0.5085151506
263	0.5081903802
264	0.5079431966
265	0.5076584643
266	0.5074813877
267	0.5072247143
268	0.5070450793
269	0.5068949996
270	0.506602189
271	0.50634991
272	0.5061745495
273	0.5059000822
274	0.5057356295
275	0.5054939848
276	0.5053001773
277	0.5050599603
278	0.5047976219
279	0.5045720955
280	0.5043228655
281	0.5040085958
282	0.503844158
283	0.5036218209
284	0.5033823514
285	0.5030549533
286	0.5027883009
287	0.5025679852
288	0.5023185454
289	0.5020823314
290	0.5017036196
291	0.5014654377
292	0.5012711969
293	0.5010392286
294	0.5008793514
295	0.5006401036
296	0.5003938449
297	0.5001883505
298	0.4999232758
299	0.4996547061
300	0.4994256239
301	0.49912603
302	0.4988934621
303	0.4985848867
304	0.4983624051
305	0.4981367305
306	0.4979165191
307	0.497611576
308	0.4974511713
309	0.4972999264
310	0.4971148885
311	0.4967780473
312	0.496590852
313	0.4963747826
314	0.4960856186
315	0.495897127
316	0.4956324037
317	0.4954301198
318	0.4951179531
319	0.4949893207
320	0.4947640143
321	0.494532668
322	0.4942989297
323	0.4940492178
324	0.4937842506
325	0.4935013557
326	0.4933194978
327	0.4930904065
328	0.492860766
329	0.4925453831
330	0.4923076207
331	0.4920612839
332	0.4917858317
333	0.4914278913
334	0.4912466212
335	0.4910664438
336	0.490906867
337	0.4906350084
338	0.4903470129
339	0.4901643937
340	0.4899639335
341	0.489723586
342	0.4894982494
343	0.4893089826
344	0.4889949837
345	0.4887638748
346	0.4885552339
347	0.48836876
348	0.4881626097
349	0.4879477116
350	0.4877040105
351	0.4876087029
352	0.4872273245
353	0.4871012057
354	0.4867170985
355	0.486440423
356	0.4862291631
357	0.4860099312
358	0.4858202313
359	0.4855773622
360	0.4852647806
361	0.4850394837
362	0.4848426412
363	0.4846090403
364	0.4842493747
365	0.4840233055
366	0.4836903792
367	0.4833991066
368	0.4831775321
369	0.4829772533
370	0.4827924102
371	0.4825747336
372	0.4823336769
373	0.4821260619
374	0.4818989808
375	0.4816495015
376	0.4813996553
377	0.4810048147
378	0.4807354345
379	0.4805173774
380	0.4802680788
381	0.4799419671
382	0.479670314
383	0.4793784968
384	0.4790636592
385	0.478855416
386	0.4786799563
387	0.4784554732
388	0.4781937236
389	0.4778913977
390	0.4775911136
391	0.4774056361
392	0.4772355721
393	0.4770954396
394	0.4769325057
395	0.4766585007
396	0.4763790196
397	0.4760820716
398	0.4757806137
399	0.4754644101
400	0.4752643636
401	0.4749421147
402	0.4747115902
403	0.4743966872
404	0.4742122999
405	0.4740240514
406	0.4737983593
407	0.4736649548
408	0.4733524696
409	0.4731354719
410	0.472866415
411	0.4726078725
412	0.472322812
413	0.4720716105
414	0.4717510703
415	0.4715159103
416	0.4712186313
417	0.4709682345
418	0.4707340605
419	0.4704796247
420	0.470230193
421	0.4699554529
422	0.4696792737
423	0.4693169019
424	0.4690690349
425	0.4688386845
426	0.4685948641
427	0.4683272534
428	0.4680664286
429	0.4678133383
430	0.467561849
431	0.4672350524
432	0.466967632
433	0.4667232094
434	0.4664307935
435	0.4661817237
436	0.4659604209
437	0.4656905909
438	0.4654713828
439	0.4652321841
440	0.4650245137
441	0.4647057498
442	0.4643686111
443	0.46412299
444	0.4638400133
445	0.4636145339
446	0.4633115477
447	0.4631031604
448	0.4627782298
449	0.4625288465
450	0.4621971372
451	0.4619350213
452	0.4617202695
453	0.4615733712
454	0.4613203297
455	0.4610167378
456	0.4606482142
457	0.4603693679
458	0.4601203927
459	0.459907939
460	0.4596830472
461	0.4594192935
462	0.4591266639
463	0.4587901754
464	0.4584856446
465	0.4582691945
466	0.4580263366
467	0.4576978085
468	0.4574512683
469	0.4571452702
470	0.4568359251
471	0.4565535534
472	0.4563412611
473	0.4560244756
474	0.4558450662
475	0.4555730706
476	0.4553812261
477	0.4550551045
478	0.4548850548
479	0.4545963026
480	0.4543670576
481	0.4540905461
482	0.4537350069
483	0.453412479
484	0.4532181576
485	0.4529166777
486	0.4526759492
487	0.4524378467
488	0.45221816
489	0.4519363777
490	0.4517688811
491	0.4515568182
492	0.451222705
493	0.4509528561
494	0.4506514226
495	0.4503626226
496	0.4500934026
497	0.4498046083
498	0.4495646987
499	0.4492673419
500	0.4490391697
501	0.4487599949
502	0.4485080427
503	0.4482162634
504	0.4479621867
505	0.4477320246
506	0.4475384605
507	0.4473197678
508	0.4469802816
509	0.4468042513
510	0.4466022259
511	0.4462313719
512	0.4458790927
513	0.4455724608
514	0.4454033505
515	0.4452326162
516	0.4449670674
517	0.4447334834
518	0.4444405485
519	0.4441411616
520	0.4438861999
521	0.443697046
522	0.4435245086
523	0.4432154088
524	0.4429708755
525	0.4427771039
526	0.4426064596
527	0.4423238497
528	0.4420025448
529	0.4417368798
530	0.4414384531
531	0.4411811833
532	0.4409678401
533	0.4407564787
534	0.4405389937
535	0.4402978682
536	0.4400603382
537	0.439886102
538	0.4396700443
539	0.4394806022
540	0.4392485057
541	0.4388783542
542	0.4386064285
543	0.4384148462
544	0.4382588368
545	0.4380354273
546	0.4377643146
547	0.4375037156
548	0.43727645
549	0.4370082163
550	0.4368051926
551	0.4364715542
552	0.4361740638
553	0.4359478248
554	0.4357086627
555	0.4354688523
556	0.4352982415
557	0.4351289371
558	0.4349233729
559	0.4345886325
560	0.4342804812
561	0.4339672442
562	0.4337558794
563	0.4335894957
564	0.4334075116
565	0.4331844116
566	0.4329257089
567	0.4325611133
568	0.4323231497
569	0.4320735819
570	0.4319514731
571	0.4317479435
572	0.4315091407
573	0.4312181948
574	0.4309287009
575	0.4306620925
576	0.430372381
577	0.430116731
578	0.429814688
579	0.4295600367
580	0.4292788951
581	0.4290983258
582	0.4289052844
583	0.4287315918
584	0.4284901907
585	0.4281614483
586	0.4278713222
587	0.4277030784
588	0.4274990273
589	0.4273305664
590	0.4270919533
591	0.4268973182
592	0.4267203615
593	0.4264593462
594	0.426252814
595	0.425939009
596	0.4256459057
597	0.4252728993
598	0.4250663446
599	0.4249325703
600	0.4247567467
601	0.4245078331
602	0.4243245079
603	0.4240601793
604	0.4238453211
605	0.4235348103
606	0.4233307315
607	0.4231298964
608	0.4228346141
609	0.4225388894
610	0.4222252341
611	0.4219340997
612	0.4216628199
613	0.4214329407
614	0.4212318127
615	0.4210161228
616	0.4207950608
617	0.4205689204
618	0.420339853
619	0.419942278
620	0.419638788
621	0.4193870221
622	0.4190898821
623	0.4188815415
624	0.418604655
625	0.4184297056
626	0.4182361712
627	0.4180437141
628	0.4178088613
629	0.4174216177
630	0.4171948383
631	0.4169315063
632	0.4167204731
633	0.4164803924
634	0.4162515603
635	0.416030919
636	0.4157947599
637	0.4156252636
638	0.4153660293
639	0.4151051808
640	0.4148948538
641	0.4146526319
642	0.4142636975
643	0.4139504894
644	0.4137346852
645	0.4136137443
646	0.413441052
647	0.4132211098
648	0.4128947729
649	0.4126754849
650	0.412508354
651	0.4122507336
652	0.4120581558
653	0.411882187
654	0.4116862021
655	0.4114985681
656	0.4113492813
657	0.4110788932
658	0.4109030552
659	0.4106823148
660	0.4104864608
661	0.410281865
662	0.4101172322
663	0.4100002617
664	0.4097886906
665	0.4094913738
666	0.4092925534
667	0.4090702299
668	0.408860731
669	0.4086286779
670	0.4084131772
671	0.4082495308
672	0.4080790812
673	0.4078982503
674	0.4077057371
675	0.4074253302
676	0.4071688007
677	0.4069190948
678	0.406709471
679	0.4064985965
680	0.406258611
681	0.4060978017
682	0.4059060597
683	0.4056420724
684	0.4054579433
685	0.4051828375
686	0.4049761711
687	0.4047588505
688	0.4045961409
689	0.40431841
690	0.4041264846
691	0.4039701712
692	0.4038024277
693	0.4035197942
694	0.4033218795
695	0.4031650934
696	0.40297327
697	0.4027909309
698	0.4025739794
699	0.402356082
700	0.4021295705
701	0.4019448185
702	0.4017757804
703	0.4015561927
704	0.4012573926
705	0.4010844311
706	0.4008808429
707	0.400651453
708	0.400461948
709	0.4002770778
710	0.3999794458
711	0.3997415598
712	0.3996277552
713	0.3993107275
714	0.3990984061
715	0.3988946849
716	0.3986959877
717	0.3984329573
718	0.3982373421
719	0.3980492873
720	0.3977918702
721	0.3975048157
722	0.3972633448
723	0.3970734458
724	0.3968276161
725	0.3966724472
726	0.3964970855
727	0.3963697808
728	0.3961846311
729	0.3959865382
730	0.3957262572
731	0.3954567968
732	0.3951446436
733	0.3949169623
734	0.3946751478
735	0.3945123066
736	0.3943120761
737	0.3940129658
738	0.3938009627
739	0.3936040534
740	0.3933911749
741	0.3931865182
742	0.3930053336
743	0.3927367686
744	0.3924711273
745	0.3922905964
746	0.3920719724
747	0.3918642373
748	0.3917469325
749	0.3915526377
750	0.3913371849
751	0.3911362776
752	0.3908685063
753	0.3905789752
754	0.3902806035
755	0.3900386991
756	0.3898373386
757	0.3897069582
758	0.3895532033
759	0.3892812396
760	0.3890486099
761	0.3888258636
762	0.3885590257
763	0.388457478
764	0.388223804
765	0.3880464689
766	0.3878877846
767	0.3877079246
768	0.3875255559
769	0.3873458198
770	0.3871138616
771	0.3869421498
772	0.3867372414
773	0.3865760861
774	0.3863375251
775	0.3860620056
776	0.3858587277
777	0.3856231443
778	0.3853829441
779	0.3851814174
780	0.3849497563
781	0.3847431224
782	0.384506789
783	0.3842262142
784	0.3839881107
785	0.3837240267
786	0.383515097
787	0.3832883643
788	0.3830849165
789	0.3828344634
790	0.382592058
791	0.3823795618
792	0.3821664812
793	0.3819741622
794	0.3817691073
795	0.3816263011
796	0.3814250664
797	0.3811947679
798	0.3810035844
799	0.3807142959
800	0.3804443285
801	0.3802704196
802	0.3801179965
803	0.3799581782
804	0.3797995492
805	0.379628344
806	0.3793489356
807	0.3791788486
808	0.3789798412
809	0.3787356173
810	0.3785708049
811	0.3784125777
812	0.3781621808
813	0.3778404452
814	0.3776106553
815	0.3773264392
816	0.3771288289
817	0.3769828603
818	0.37684166
819	0.3765211484
820	0.3762676628
821	0.3760855041
822	0.375946135
823	0.3757402779
824	0.3754816661
825	0.3752132381
826	0.3750364323
827	0.37482583
828	0.3746720866
829	0.3743820648
830	0.3741491536
831	0.3739610336
832	0.3738313366
833	0.3736556769
834	0.3734650367
835	0.373242809
836	0.373136735
837	0.3729609592
838	0.372754878
839	0.3725296819
840	0.3723425473
841	0.3722429493
842	0.3720579743
843	0.3719354587
844	0.3718224257
845	0.3716609895
846	0.3715136762
847	0.3712782472
848	0.3711081069
849	0.3709245239
850	0.3707768087
851	0.3705739415
852	0.3703961405
853	0.3701935394
854	0.3700061949
855	0.3698164336
856	0.3696073551
857	0.3694299436
858	0.3691835204
859	0.3690437304
860	0.3688261596
861	0.3686455156
862	0.368409628
863	0.3682451503
864	0.3680317411
865	0.3678662932
866	0.3677244162
867	0.3675307408
868	0.367295792
869	0.3670628338
870	0.3667743149
871	0.3666345374
872	0.3664194034
873	0.3662342756
874	0.3659586186
875	0.3657159984
876	0.365586225
877	0.3653307025
878	0.3651109394
879	0.3649520506
880	0.3647513944
881	0.3645720278
882	0.3643181479
883	0.3641190324
884	0.3638272537
885	0.3635792815
886	0.3633802223
887	0.3631079779
888	0.3629232551
889	0.3626940415
890	0.3624319632
891	0.3622864096
892	0.3620779297
893	0.361897477
894	0.3616936599
895	0.3614466599
896	0.361277305
897	0.3611134149
898	0.361020154
899	0.3608473778
900	0.360738194
901	0.3605509611
902	0.3603778448
903	0.3601127411
904	0.3599366258
905	0.3598062477
906	0.3595270802
907	0.3593137183
908	0.359106739
909	0.3588969425
910	0.358617781
911	0.3583362145
912	0.3581746413
913	0.3579781405
914	0.3578037233
915	0.357628215
916	0.3574437368
917	0.3572770035
918	0.3570555216
919	0.3567883538
920	0.3566571001
921	0.356497963
922	0.356230333
923	0.3560123027
924	0.3559161071
925	0.3557675349
926	0.3555783778
927	0.3553986317
928	0.3551427816
929	0.3549134701
930	0.3547066671
931	0.3545871589
932	0.354379544
933	0.3541878371
934	0.3540811705
935	0.3539026649
936	0.35371194
937	0.35349673
938	0.3533040594
939	0.353139625
940	0.3529071752
941	0.3528082322
942	0.3526592389
943	0.3524668584
944	0.3523797976
945	0.3521912188
946	0.3520133644
947	0.3517492862
948	0.3515466161
949	0.3513494793
950	0.3511578338
951	0.3509612823
952	0.3507180496
953	0.3505129808
954	0.3503425987
955	0.3501436961
956	0.3499680737
957	0.3497750611
958	0.3495445508
959	0.3494425408
960	0.349222803
961	0.349088792
962	0.3488856551
963	0.3486734362
964	0.3485043974
965	0.3483521232
966	0.3481663352
967	0.3479918388
968	0.3477758938
969	0.3475619417
970	0.3473320342
971	0.3471276625
972	0.3469378082
973	0.3467609295
974	0.3465692606
975	0.3463821885
976	0.3462104877
977	0.3459685408
978	0.3456998859
979	0.3455025086
980	0.3453004035
981	0.3451741439
982	0.345052357
983	0.3448575518
984	0.3446753158
985	0.3445158653
986	0.3442814306
987	0.3441027941
988	0.3440231662
989	0.3438308739
990	0.3435721803
991	0.3433713941
992	0.3431573974
993	0.3429562197
994	0.3428146467
995	0.3426365454
996	0.3424929223
997	0.3423105806
998	0.3421652687
999	0.3419321496
